Илемир	Elemér/R
Илена	Ilona/R
Илеш	Illés/R
Илиаш	Illés;Éliás/R
Илиешь	Illés;Éliás/R
Илиоиз	Alois;Alajos;Lajos/R
Иллет	Illés/R
Иллиеш	Illés;Éliás/R
Иллона	Ilona/R
Илока	Ilona/R
Илона	Ilona/R
Илоне	Ilona/R
Илони	Ilona/R
Илонка	Ilonka/R
Илонна	Ilona/R
Илонно	Ilona/R
Илоно	Ilona/R
Илота	Ilona/R
Илре	Imre/R
Илуина	Ilona/R
Илуно	Ilona/R
Илштван	István/R
Ильре	Imre/R
Иляна	Ilona/R
Имбван	István/R
Имбра	Imre/R
Имбря	Imre/R
Имера	Imre/R
Имерих	Imre/R
Имеря	Imre/R
Имле	Imre/R
Имлер	Imre/R
Имне	Imre/R
Импе	Imre/R
Имр	Imre/R
Имрван	István/R
Имрее	Imre/R
Имрей	Imre/R
Имрейней	Imréné/R
Имре-Ласло	Imre-László/R
Имре-Пал	Imre-Pál/R
Имрих	Imre/R
Имро	Imre/R
Имрс	Imre/R
Имры	Imre/R
Имря	Imre/R
Имтвай	István/R
Имфе	Imre/R
Индер	Endre/R
Индраш	András/R
Индреш	András;Endre/R
Интван	István/R
Инштван	István/R
Иоан	Johann;János/R
Иоана	Johanna/R
Иоанаш	Jónás;János/R
Иоанош	János/R
Иоануш	Jónás;János/R
Иовж	József/R
Иовжель	József/R
Иовжер	József/R
Иовожеф	József/R
Иовосеф	József/R
Иовсиф	József/R
Иоган	Johan;Johann;János/R
Иоганн	Johann;János/R
Иоганна	Johanna/R
Иоган-Януш	Jován-János/R
Иогеф	József/R
Иогнат	Ignác/R
Иогнац	Ignác/R
Иож	József/R
Иоже	József/R
Иожед	József/R
Иожек	József/R
Иожер	József/R
Иожес	József/R
Иожеф	József/R
Иожефе	József/R
Иожефне	Józsefné/R
Иожефней	Józsefné/R
Иожеш	József/R
Иожи	Józsi;József/R
Иожоф	József/R
Иожуф	József/R
Иожф	József/R
Иожы	Józsi;József/R
Иоз	József/R
Иозед	József/R
Иозееф	József/R
Иозеф	József/R
Иозефич	József/R
Иозеф-Ласло	József-László/R
Иозефна	Józsefné/R
Иозефов	József/R
Иозеф-Ференц	József-Ferenc/R
Иозеч	József/R
Иозеш	József/R
Иозиеф	József/R
Иозисев	József/R
Иозиф	József/R
Иозоф	József/R
Иозф	József/R
Иозыф	József/R
Иозяф	József/R
Иоланда	Jolanda/R
Ион	Jan;János/R
Иондраш	András/R
Ионзеф	József/R
Иоожев	József/R
Иосаф	József/R
Иосеп	József/R
Иосеф	József/R
Иосефич	József/R
Иосиб	József/R
Иосив	József/R
Иосип	Joszif;Joszip;József/R
Иосиф	Joszif;József/R
Иосифна	Józsefné/R
Иосифней	Józsefné/R
Иосифов	József/R
Иософ	József/R
Иост	Jusztin/R
Иостван	István/R
Иосыф	József/R
Иотван	István/R
Иотеф	József/R
Иоужев	József/R
Иоужеф	József/R
Иоузеф	József/R
Иоусеф	József/R
Иофеф	József/R
Иохан	Johann;János/R
Иоханн	János/R
Иохон	János/R
Иочеф	József/R
Иошер	József/R
Иошка	Jóska;József/R
Иошоф	József/R
Иоштван	István/R
Ипор	Apor/R
Ирен	Irén/R
Ирена	Irén/R
Ирене	Irén/R
Ирина	Irina/R
Ирма	Irma/R
Ирме	Imre/R
Ирми	Imre;Irma/R
Ирмы	Imre;Irma/R
Ирэн	Irén/R
Исандор	Sándor/R
Исван	István/R
Иситван	István/R
Истан	Istvan/R
Иств	István/R
Иства	István/R
Иствал	Istvan/R
Иствар	Istvan/R
Истваш	István/R
Иствен	István/R
Исте	Imre;eszter/R
Истел	Eszter/R
Истефан	István/R
Истман	Istvan/R
Истофан	István/R
Истран	István/R
Истре	Imre;Eszter/R
Истуан	István/R
Истфан	István/R
Истян	István/R
Исфан	István/R
Исшван	István/R
Исштван	István/R
Итван	István/R
Итвон	István/R
Итре	Imre/R
Иттван	István/R
Итшван	István/R
Итшвон	István/R
Иужер	József/R
Иузоф	József/R
Иулиа	Júlia/R
Иулианна	Julianna/R
Иумио	Júlia/R
Иусеф	József/R
Иусипе	József/R
Ихре	Imre/R
Ихтван	István/R
Ишац	Izsák/R
Ишван	István/R
Ишвон	István/R
Ишвтан	István/R
Ишжван	István/R
Ишзван	István/R
Ишиван	István/R
Ишивон	István/R
Ишитван	István/R
Ишман	István/R
Ишнован	István/R
Ишотван	István/R
Ишпван	István/R
Ишстван	István/R
Ишствон	István/R
Ишт	István/R
Иштав	István/R
Иштаван	István/R
Иштан	István/R
Иштв	István/R
Иштва	István/R
Иштвав	István/R
Иштваг	István/R
Иштваин	István/R
Иштвай	István/R
Иштвайн	István/R
Иштвак	István/R
Иштвал	István/R
Иштваль	István/R
Иштвам	István/R
Иштван	István/R
Иштванг	István/R
Иштванд	István/R
Иштване	Istvánné/R
Иштване-Эржибета	Istvánné-Erzsébet/R
Иштвани	István/R
Иштванис	István/R
Иштван-Кароль	István-Károly/R
Иштван-Ласло	István-László/R
Иштванн	István/R
Иштванне	Istvánné/R
Иштванней	Istvánné/R
Иштванов	István/R
Иштванс	István/R
Иштвант	István/R
Иштван-Шандор	István-Sándor/R
Иштваны	István/R
Иштван-Юзеф	István-József/R
Иштван-Янош	István-János/R
Иштвар	István/R
Иштвас	István/R
Иштват	István/R
Иштвау	István/R
Иштвах	István/R
Иштвац	István/R
Иштвач	István/R
Иштваш	István/R
Иштваю	István/R
Иштве	István/R
Иштвень	István/R
Иштво	István/R
Иштвой	István/R
Иштвол	István/R
Иштвом	István/R
Иштвоу	István/R
Иштвян	István/R
Иштеан	István/R
Иштеван	István/R
Иштелан	István/R
Иштефан	István/R
Иштефон	István/R
Иштиван	István/R
Иштлан	István/R
Иштман	István/R
Иштоан	István/R
Иштова	István/R
Иштовай	István/R
Иштован	István/R
Иштовон	István/R
Ишток	Istók/R
Иштон	István/R
Иштран	István/R
Иштсан	István/R
Ишттван	István/R
Иштуван	István/R
Иштфан	István/R
Иштфон	István/R
Иштьан	István/R
Иштьян	István/R
Ишфан	István/R
Ишфон	István/R
Ишшван	István/R
Ишштван	István/R
Ищван	István/R
Ищитван	István/R
Июжев	József/R
Июжеф	József/R
Июжиф	József/R
Июзев	József/R
Июзеф	József/R
Июзефна	Józsefné/R
Июзеф-Юзеф	József/R
Июзиф	József/R
Июля	Júlia/R
Июсиф	József/R
Июшеф	József/R
Иянош	János/R
Иянуш	János/R
Йевжеф	József/R
Йезеф	József/R
Йёнов	János/R
Йзжев	József/R
Йзоф	József/R
Ймре	Imre/R
Йоган	Johann;János/R
Йоганн	Johann/R
Йожед	József/R
Йожер	József/R
Йожефне	Józsefné/R
Йожефов	József/R
Йожоф	József/R
Йосеф	József/R
Йосий	József/R
Йосип	József/R
Йосиф	József/R
Йоуже	József/R
Йоужеф	József/R
Йштван	István/R
Йюзеф	József/R
Кабур	Gábor/R
Казамер	Kázmér;Kazimír/R
Каземир	Kazimír;Kázmér/R
Кайман	Kálmán/R
Каймон	Kálmán/R
Каллман	Kálmán/R
Калма	Kálmán/R
Калмай	Kálmán/R
Калмак	Kálmán/R
Калмал	Kálmán/R
Калмани	Kálmánné/R
Калманн	Kálmán/R
Калманы	Kálmánné/R
Калмаш	Kálmán/R
Калмен	Kálmán/R
Калмой	Kálmán/R
Калмок	Kálmán/R
Калмол	Kálmán/R
Калмян	Kálmán/R
Калоль	Károly/R
Каломан	Kálmán;Kelemen/R
Калыман	Kálmán;Kelemen/R
Кальма	Kálmán/R
Кальмак	Kálmán/R
Кальманн	Kálmán/R
Кальмас	Kálmán/R
Кальмаш	Kálmán/R
Кальмен	Kálmán/R
Кальмян	Kálmán/R
Камлан	Kálmán/R
Камман	Kálmán/R
Кандраш	András/R
Канман	Kálmán/R
Кантор	Kántor/R
Каполь	Károly/R
Карауль	Károly/R
Карголь	Károly/R
Кариль	Károly/R
Карл	Karl;Károly/R
Карлл	Karl;Károly/R
Карлман	Kálmán/R
Карло	Karl;Károly/R
Карлов	Károly/R
Карлой	Károly/R
Карлол	Károly/R
Карлоль	Károly/R
Карль	Karl;Károly/R
Кармен	Kármen/R
Каройне	Károlyné/R
Кароли	Károly/R
Каролина	Karolina/R
Каролй	Károly/R
Кароло	Károly;Karola/R
Каролы	Károly/R
Кароль-Пал-Миклош-Лайош-Ласло	Károly-Pál-Miklós-Lajos-László/R
Кароль-Ференц	Károly-Ferenc/R
Кароп	Károly/R
Карп	Karl;Károly/R
Кару	Károly/R
Карюль	Károly/R
Касло	László/R
Каснар	Gáspár/R
Каспар	Gáspár/R
Каспер	Gáspár/R
Каспир	Gáspár/R
Каталин	Katalin/R
Каталина	Katalin/R
Каталино	Katalin/R
Катарин	Katarina;Katalin/R
Катарина	Katarina;Katalin/R
Кателина	Katalina/R
Катерина	Katyerina;Katerina;Katalin/R
Католи	Katalin/R
Католик	Katalin/R
Католика	Katalin/R
Католина	Katalin/R
Католине	Katalin/R
Католино	Katakin/R
Каторина	Katarina;Katalin/R
Катя	Kátya;Kata;Katalin/R
Кашпар	Gáspár/R
Кашпер	Gáspár/R
Кашпор	Gáspár/R
Каштар	Gáspár/R
Каяман	Kálmán/R
Кеза	Géza/R
Кейза	Géza/R
Кейзах	Géza/R
Кейзо	Géza/R
Келман	Kálmán/R
Кельман	Kálmán/R
Керенс	Lőrinc;Ferenc/R
Керкей	Gergely;Gergő/R
Керой	Károly/R
Керол	Karol;Károly/R
Киводар	Tivadar/R
Кидраш	András/R
Кизела	Gizella/R
Кийза	Géza/R
Киш	Kis;Kiss/R
Кишандор	Kis Andor;Kiss Andor/R
Кишгибор	Kis Gábor;Kiss Gábor/R
Кишференц	Kis Ferenc;Kiss Ferenc/R
Клавдия	Klaudia/R
Клалман	Kálmán/R
Кларо	Klára/R
Клман	Kálmán/R
Клора	Klára/R
Коземир	Kazimír/R
Козоль	Károly/R
Коламан	Kálmán;Kelemen/R
Коллар Густав	Kollár Gusztáv/R
Колмак	Kálmán/R
Коломан	Kálmán/R
Коломон	Kelemen;Kálmán/R
Кольмаш	Kálmán/R
Комлан	Kálmán/R
Кондрат	Konrad;Konrád/R
Конман	Kálmán/R
Конратне	Konrádné/R
Корий	Károly/R
Корль	Károly/R
Корналь	Kornél/R
Корнелия	Kornélia/R
Корнилия	Kornélia/R
Корою	Károly/R
Коспар	Gáspár/R
Коста	Koszta/R
Коталина	Katalin/R
Котолик	Katalin/R
Котолина	Katalina/R
Кошпар	Gáspár/R
Крестина	Krisztina/R
Крестьян	Krisztián/R
Крештоф	Kristóf/R
Кристав	Kristóf/R
Кристев	Kristóf/R
Кристьен	Krisztián/R
Кристьян	Krisztián/R
Кристян	Krisztián/R
Ксавер	Xavér/R
Ксафер	Xavér/R
Кустав	Gusztáv/R
Кялман	Kálmán/R
Кялмон	Kálmán/R
Кяроль	Károly/R
Лааго	László/R
Лааю	Lajos/R
Лавринец	Lőrinc/R
Лавринц	Lőrinc/R
Лагло	László/R
Ладислав	Vlagyiszláv;László/R
Ладиславл	László/R
Ладислад	László/R
Ладислау	László/R
Ладислаус	László/R
Ладислов	László/R
Ладиус	László/R
Ладыслав	László/R
Лаеаш	Lajos/R
Лаесло	László/R
Лаеуш	Lajos/R
Лаеш-Лайош	Lajos/R
Лаеюш	Lajos/R
Лазаро	Lázár/R
Лазер	Lázár/R
Лаиой	Lajos/R
Лаиоу	Lajos/R
Лаиоц	Lajos/R
Лаиш	Lajos/R
Лаишь	Lajos/R
Лаиюш	Lajos/R
Лайнуш	Lajos/R
Лайоце	Lajos/R
Лайош	Lajos/R
Лайут	Lajos/R
Лайюш	Lajos/R
Лайяш	Lajos/R
Лакач	Lukács/R
Лакло	László/R
Ланеш	Lajos/R
Лануш	János;Lajos/R
Лаоренц	Lőrinc/R
Ларенц	Lőrinc/R
Ласго	László/R
Ласело	László/R
Ласи	László/R
Ласио	László/R
Ласко	László/R
Ласл	László/R
Ласла	László/R
Ласлав	László/R
Ласлава	László/R
Ласлау	László/R
Ласле	László/R
Ласлев	László/R
Ласли	László/R
Ласлив	László/R
Ласловль	László/R
Ласловне	Lászlóné/R
Ласлод	László/R
Ласло-Иозеф	László-József/R
Ласло-Иштван	László-István/R
Ласлой	László/R
Ласлон	László/R
Ласлоне	Lászlóné/R
Ласлоней	Lászlóné/R
Ласлони	Lászlóné/R
Ласлоны	Lászlóné/R
Ласлор	László/R
Ласлоу	László/R
Ласлош	László/R
Ласлув	László/R
Ласлуг	László/R
Ласлуйме	Lászlóné/R
Ласлух	László/R
Ласлю	László/R
Ласля	László/R
Ласмо	László/R
Ласно	László/R
Ласнов	László/R
Ласпо	László/R
Лассо	László/R
Ластло	László/R
Ласто	László/R
Ласцо	László/R
Ласцов	László/R
Лауеш	Lajos/R
Лауешь	Lajos/R
Лауреис	Lőrinc/R
Лауринц	Lőrinc/R
Лауш	Lajos/R
Лауэш	Lajos/R
Лацло	László/R
Лашло	László/R
Лаштвон	István/R
Лаэло	László/R
Лаэш	Lajos/R
Лаэшь	Lajos/R
Лаюк	Lajos/R
Лаюош	Lajos/R
Лают	Lajos/R
Лаюут	Lajos/R
Лаюуш	Lajos/R
Лаюшне	Lajosné/R
Лаяс	Lajos/R
Лаяуш	Lajos/R
Лаяш	Lajos/R
Лаяшв	Lajos/R
Лаяшь	Lajos/R
Лаяюш	Lajos/R
Леаринц	Lőrinc/R
Леигард	Lénárd;Lénárt/R
Леиш	Lajos/R
Лейпард	Lénárd;Lénárt/R
Лейренц	Lőrinc/R
Лейринец	Lőrinc/R
Лейринс	Lőrinc/R
Лена	Léna/R
Лендер	Lengyel/R
Леньке	Lenke/R
Леоош	Lajos/R
Леоринц	Lőrinc/R
Леош	Lajos/R
Лёош	Lajos/R
Леренс	Lőrinc/R
Лёренц	Lőrinc/R
Леринг	Lőrinc/R
Лерине	Lőrinc/R
Леринец	Lőrinc/R
Леринст	Lőrinc/R
Лёрину	Lőrinc/R
Лесло	László/R
Леслов	László/R
Леслу	László/R
Леуеш	Lajos/R
Леуренц	Lőrinc/R
Леуринц	Lőrinc/R
Леуш	Lajos/R
Лёуш	Lajos/R
Леюринц	Lőrinc/R
Лёюш	Lajos/R
Леяш	Lajos/R
Ливренц	Lőrinc/R
Ливрину	Lőrinc/R
Ливринц	Lőrinc/R
Лидислав	László/R
Лидия	Lídia/R
Лиза	Liza/R
Лизабет	Elizabet;Erzsébet/R
Лизавета	Elizabet;Erzsébet/R
Лизовета	Elizabet;Erzsébet/R
Лийаш	Lajos/R
Ликач	Lukács/R
Ликлош	Miklós/R
Лиоринц	Lőrinc/R
Липад	Lipót/R
Липаут	Lipót/R
Липоот	Lipót/R
Липоут	Lipót/R
Лиренц	Lőrinc/R
Лирину	Lőrinc/R
Лислав	László/R
Литван	István/R
Лиуш	Lajos/R
Лиштвал	István/R
Лиюш	Lajos/R
Лоаш	Lajos/R
Ловош	Lajos/R
Лодислав	László/R
Лодислоус	László/R
Лоейеш	Lajos/R
Лоейош	Lajos/R
Лоейш	Lajos/R
Лоеош	Lajos/R
Лоеринц	Lőrinc/R
Лоеуш	Lajos/R
Лоёуш	Lajos/R
Лоеюш	Lajos/R
Лозеф	József/R
Лоиот	Lajos/R
Лоиринц	Lőrinc/R
Лоис	Lajos/R
Лоиш	Lajos/R
Лоишь	Lajos/R
Лоиюш	Lajos/R
Лойвуш	Lajos/R
Лойиш	Lajos/R
Лойон	Lajos/R
Лойот	Lajos/R
Лойош(Лоеш)	Lajos/R
Лойринц	Lőrinc/R
Лойронц	Lőrinc/R
Лойш	Lajos/R
Лойшь	Lajos/R
Лойэш	Lajos/R
Лойюс	Lajos/R
Лойют	Lajos/R
Лойюш	Lajos/R
Лойюшь	Lajos/R
Лойяш	Lajos/R
Локатош	Lakatos/R
Локотош	Lakatos/R
Лонош	Lajos;János/R
Лонуш	Lajos/R
Лооюш	Lajos/R
Лопош	Lajos/R
Лопуш	Lajos/R
Лоран	Lóránt;Loránd/R
Лоренец	Lőrinc/R
Лоренц	Lorenz/R
Лорец	Lőrinc/R
Лориеуш	Lőrinc/R
Лориц	Lőrinc/R
Лосав	László/R
Лосао	László/R
Лосла	László/R
Лослав	László/R
Лославл	László/R
Лослау	László/R
Лословль	László/R
Лослоу	László/R
Лосль	László/R
Лосно	László/R
Лосом	László/R
Лоуиш	Lajos/R
Лоуош	Lajos/R
Лоуран	Lóránt;Loránd/R
Лоуренц	Lőrinc/R
Лоуринц	Lőrinc/R
Лоуш	Lajos/R
Лоушь	Lajos/R
Лоуюш	Lajos/R
Лоши	Lajos/R
Лоюк	Lajos/R
Лоют	Lajos/R
Лоють	Lajos/R
Лоюуш	Lajos/R
Лоюше	Lajos/R
Лоюшне	Lajosné/R
Лояш	Lajos/R
Лояшь	Lajos/R
Луиза	Lujza/R
Лукас	Lukács/R
Лукаш	Lukács/R
Лукош	Lukács/R
Лупач	Lukács/R
Луренц	Lőrinc/R
Луринет	Lőrinc/R
Лывринц	Lőrinc/R
Лырини	Lőrinc/R
Лысло	László/R
Лыюш	Lajos/R
Льюш	Lajos/R
Лэуренц	Lőrinc/R
Людмила	Ludmilla/R
Людовик	Ludwig;Ljudovik;Ludvig/R
Люешь	Lajos/R
Люиш	Lajos/R
Люйринц	Lőrinc/R
Люкас	Lukács/R
Люренс	Lőrinc/R
Люренц	Lőrinc/R
Люш	Lajos/R
Лююш	Lajos/R
Ляеш	Lajos/R
Ляешь	Lajos/R
Лязло	László/R
Ляйуш	Lajos/R
Лясло	László/R
Ляслов	László/R
Ляслу	László/R
Лясно	László/R
Лясну	László/R
Лясо	László/R
Ляус	Lajos/R
Ляуш	Lajos/R
Ляуяш	Lajos/R
Ляюш	Lajos/R
Мавзеш	Mózes/R
Магда	Magda/R
Магдалена	Magdaléna;Magdolna/R
Магдалина	Magdaléna/R
Магдалино	Magdaléna;Magdolna/R
Магдальна	Magdaléna;Magdolna/R
Магдолена	Magdaléna;Magdolna/R
Магдолиа	Magdolna;Magdaléna/R
Магдолин	Magdolna;Magdaléna/R
Магдолина	Magdaléna/R
Магдолна	Magdolna/R
Магдольна	Magdolna/R
Магдона	Magdolna/R
Магдонна	Magdolna;Magdaléna/R
Мадьяр	Magyar/R
Мадяр	Magyar/R
Маер	Mayer;Májer/R
Мазешь	Mózes/R
Майер	Majer;Májer;Mayer/R
Майтяш	Mátyás/R
Макдолна	Magdolna/R
Макдольня	Magdaléna;Magdolna/R
Макдона	Magdolna/R
Маклаш	Miklós/R
Маклоуш	Miklós/R
Маклош	Miklós/R
Макс	Max/R
Максим	Maxim/R
Мандор	Sándor/R
Мантяш	Mátyás/R
Маняш	Mátyás/R
Маотяш	Mátyás/R
Марая	Mária/R
Маргарита	Margarita/R
Маргет	Margit/R
Маргид	Margit/R
Маргит	Margit/R
Маргита	Margit/R
Маргорита	Margaréta;Margit/R
Мариа	Mária/R
Мариаш	Mária/R
Марие	Mária/R
Марий	Mária/R
(Мария)	Mária/R
Мария	Mária/R
Мария-Иожефнэй	Mária-Józsefné/R
Мариян	Mariann/R
Мартоль	Márton/R
Мартон	Márton/R
Мартур	Márton/R
Мартын	Martin;Márton/R
Мартюк	Márton/R
Мартюн	Márton/R
Мартяш	Mátyás/R
Марчит	Margit/R
Марье	Mária/R
Марья	Marja;Mária/R
Марьян	Mariann/R
Маря	Mária/R
Матаж	Mátyás/R
Матаис	Mátyás/R
Матас	Mátyás/R
Маташ	Mátyás/R
Матваш	Mátyás/R
Матвей	Matvej;Máté/R
Матвяш	Mátyás/R
Матеаш	Mátyás/R
Матей-Петер	Máté-Péter/R
Матеяш	Mátyás/R
Матиас	Matthias;Mátyás/R
Матиат	Mátyás/R
Матиаш	Mátyás/R
Матиеш	Mátyás/R
Матильд	Matild/R
Матильда	Matild/R
Матис	Mátyás/R
Матиш	Mátyás/R
Матияж	Mátyás/R
Матиян	Mátyás/R
Матияс	Matthias;Mátyás/R
Матияш	Mátyás/R
Матияшь	Mátyás/R
Матлаш	Mátyás/R
Матнас	Mátyás/R
Матнаш	Mátyás/R
Матняш	Mátyás/R
Маттиас	Mátyás/R
Матшас	Mátyás/R
Матыас	Mátyás/R
Матылд	Matild/R
Матыльд	Matild/R
Матыльда	Matild/R
Матыос	Mátyás/R
Матыш	Mátyás/R
Матыяс	Mátyás/R
Матыяш	Mátyás/R
Матьеш	Mátyás/R
Матьян	Mátyás/R
Матьянс	Mátyás/R
Матьяси	Mátyás/R
Матьяус	Mátyás/R
Матьяц	Mátyás/R
Матяаш	Mátyás/R
Матяжне	Mátyásné/R
Матяжны	Mátyásné/R
Матяис	Mátyás/R
Матяк	Mátyás/R
Матян	Mátyás/R
Матянс	Mátyás/R
Матят	Mátyás/R
Матяц	Mátyás/R
Матячи	Mátyás/R
Матяшне	Mátyásné/R
Матяшни	Mátyásné/R
Маузеш	Mózes/R
Махаил	Mihály/R
Махай	Mihály/R
Махайл	Mihály/R
Махаль	Mihály/R
Машеш	Mózes/R
Машяж	Mátyás/R
Мегай	Mihály/R
Мегал	Mihály/R
Медьяш	Mátyás/R
Меигарт	Menyhért;Menyhárt/R
Мейнгерт	Menyhért;Menyhárt/R
Мейнгирт	Menyhért/R
Мейнхерт	Menyhért;Menyhárt/R
Меклауш	Miklós/R
Меклаш	Miklós/R
Меклош	Miklós/R
Меклуш	Miklós/R
Мельгирт	Menyhért;Menyhárt/R
Менгеер	Menyhért;Menyhárt/R
Менгельд	Menyhért;Menyhárt/R
Менгерет	Menyhért;Menyhárt/R
Менгерт	Menyhért;Menyhárt/R
Менгирт	Menyhért;Menyhárt/R
Менгиртне	Menyhértné/R
Менгрит	Menyhért/R
Менегерт	Menyhért/R
Менирт	Menyhért/R
Менкерт	Menyhért;Menyhárt/R
Меной	Mihály/R
Меноль	Mihály/R
Менхельд	Menyhért;Menyhárt/R
Менхер	Menyhért/R
Менхорд	Menyhért;Menyhárt/R
Меныгерт	Menyhért;Menyhárt/R
Меньгет	Menyhért;Menyhárt/R
Меньгорт	Menyhért;Menyhárt/R
Мергит	Margit/R
Метиас	Mátyás/R
Метяж	Mátyás/R
Метяш	Mátyás/R
Мехаи	Mihály/R
Мехаил	Mihály/R
Мехай	Mihály/R
Мехайл	Mihály/R
Мехал	Mihály/R
Миай	Mihály/R
Миал	Mihály/R
Миаль	Mihály/R
Миар	Mihály/R
Миваэль	Mihály/R
Мига	Mihály/R
Мигаи	Mihály/R
Мигаий	Mihály/R
Мигайл	Mihály/R
Мигайло	Mihály/R
Мигайлов	Mihály/R
Мигайль	Mihály/R
Мигайне	Mihályné/R
Мигайней	Mihályné/R
Мигайни	Mihályné/R
Мигайны	Mihályné/R
Мигала	Mihály/R
Мигале	Mihály/R
Мигалия	Mihály/R
Мигало	Mihály/R
Мигалы	Mihály/R
Мигальд	Mihály/R
Мигальне	Mihályné/R
Мигат	Mihály/R
Мигаю	Mihály/R
Мигей	Mihály/R
Мигель	Migel;Miguel;Mihály/R
Мигяль	Mihály/R
Мизай	Mihály/R
Мизаль	Mihály/R
Миклавш	Miklós/R
Миклаж	Miklós/R
Миклаус	Miklós/R
Миклауц	Miklós/R
Миклауш	Miklós/R
Миклиуш	Miklós/R
Миклов	Miklós/R
Миклови	Miklós/R
Микловуш	Miklós/R
Микловч	Miklós/R
Миклои	Miklós/R
Миклой	Miklós/R
Миклот	Miklós/R
Миклоум	Miklós/R
Миклоус	Miklós/R
Миклоц	Miklós/R
Миклошне	Miklósné/R
Миклоюш	Miklós/R
Миклук	Miklós/R
Миклуч	Miklós/R
Миклушов	Miklós/R
Миклюш	Miklós/R
Микмош	Miklós/R
Микмуш	Miklós/R
Микнош	Miklós/R
Микол	Miklós/R
Миколай	Miklós/R
Миколауш	Miklós/R
Миколой	Miklós/R
Миколоуш	Miklós/R
Миколуш	Miklós/R
Миколь	Miklós/R
Микоуш	Miklós/R
Микулаш	Miklós/R
Микулаюш	Miklós/R
Микулуш	Miklós/R
Микюш	Miklós/R
Милаил	Mihály/R
Милаль	Mihály/R
Милоль	Mihály/R
Мимай	Mihály/R
Минай	Mihály/R
Минлуш	Miklós/R
Мипаль	Mihály/R
Мирай	Mihály/R
Митван	István/R
Митвах	István/R
Мих	Mihály/R
Михаи	Mihály/R
Михаив	Mihály/R
Михаии	Mihály/R
Михаиил	Mihály/R
Михаий	Mihály/R
Михаил	Mihail;Mihály/R
Михаиле	Mihály/R
Михаили	Mihály/R
Михаило	Mihály/R
Михаилов	Mihály/R
Михаих	Mihály/R
Михаич	Mihály/R
Михайел	Mihály/R
Михайл	Mihail;Mihály/R
Михайла	Mihály/R
Михайло	Mihail;Mihály/R
Михайлов	Mihály/R
Михайль	Mihail;Mihály/R
Михайн	Mihály/R
Михайс	Mihály/R
Михала	Mihály/R
Михале	Mihály/R
Михалев	Mihály/R
Михалй	Mihály/R
Михалл	Mihály/R
Михало	Mihály/R
Михалы	Mihály/R
Михап	Mihály/R
Михат	Mihály/R
Михая	Mihály/R
Михеи	Mihály/R
Михей	Mihály/R
Михели	Mihály/R
Михлай	Mihály/R
Михойл	Mihály/R
Михоло	Mihály/R
Михэй	Mihály/R
Михяй	Mihály/R
Миштван	István/R
Мовжеш	Mózes/R
Мовзет	Mózes/R
Мовзеф	Mózes/R
Мовзош	Mózes/R
Могда	Magda/R
Могдалина	Magdaléna;Magdolna/R
Могдана	Magdolna/R
Могдолина	Magdaléna;Magdolna/R
Могдольна	Magdaléna;Magdolna/R
Могдона	Magdolna;Magdaléna/R
Модяр	Magyar/R
Моезеш	Mózes/R
Можев	Mózes/R
Можер	Mózes/R
Можеф	Mózes/R
Можеш	Mózes/R
Мозер	Mózes/R
Мозет	Mózes/R
Мозеф	Mózes/R
Мозош	Mózes/R
Мозыш	Mózes/R
Мозяш	Mózes/R
Моизеш	Mózes/R
Моисей	Mózes/R
Мойзеш	Mózes/R
Мойнхард	Menyhért;Menyhárt/R
Мойсе	Mózes/R
Мойтяж	Mátyás/R
Моклоуш	Miklós/R
Молнар	Molnár/R
Молнер	Molnár/R
Мольнар	Molnár/R
Монгирт	Menyhért;Menyhárt/R
Моньхирт	Menyhért;Menyhárt/R
Моозеш	Mózes/R
Моргарита	Margaréta;Margit/R
Моргет	Margit/R
Моргит	Margit/R
Мореиц	Móric/R
Моринц	Móric;Lőrinc/R
Мория	Mária/R
Моркит	Margit/R
Морчит	Margit/R
Моташ	Mátyás/R
Мотваж	Mátyás/R
Мотваш	Mátyás/R
Мотеаш	Mátyás/R
Мотильд	Matild/R
Мотильда	Matilda;Matild/R
Мотияс	Mátyás/R
Мотияш	Mátyás/R
Мотыльд	Matild/R
Мотяус	Mátyás/R
Моужеш	Mózes/R
Моузаш	Mózes/R
Моузеж	Mózes/R
Моузем	Mózes/R
Моузет	Mózes/R
Моузеш	Mózes/R
Моузешь	Mózes/R
Мохаль	Mihály/R
Мувзеш	Mózes/R
Мужес	Mózes/R
Мужеш	Mózes/R
Музош	Mózes/R
Музыш	Mózes/R
Муйзеш	Mózes/R
Муузеш	Mózes/R
Мыхайл	Mihály/R
Мюзеш	Mózes/R
Мяташ	Mátyás/R
Мятяж	Mátyás/R
Мятяш	Mátyás/R
Надь	Nagy/R
Надь-Имре	Nagy Imre/R
Найдор	Nándor/R
Нандол	Nándor/R
Нандорне	Nándorné/R
не знает	nem tudja/R
не имеет	nem rendelkezik/R
Неймет	Német;Németh/R
[неразборчиво]	[olvashatatlan]/R
Нигай	Mihály/R
Никлоеш	Miklós/R
Никлоуш	Miklós/R
Никлуш	Miklós/R
Никол	Miklós/R
Никола	Nyikoláj;Nikola;Miklós/R
Николи	Miklós/R
Нодь	Nagy/R
Нодь Шандер	Nagy Sándor/R
Някош	Nyakas/R
Оберт	Albert/R
Огаштон	Ágoston/R
Одраш	András/R
Ожеф	József/R
Озеф	József/R
Ойдраш	András/R
