Egres	Igriş	Románia
Egreshát	Vilsinki	Ukrajna
Egreshely	Agrieş	Románia
Egrespatak	Aghireş	Románia
Egrestő	Agrişteu	Románia
Egri	Agriş	Románia
Egyházasbást	Nová Bašta	Szlovákia
Egyházaskér	Vrbica	Szerbia
Egyházasnádas	Podskalie	Szlovákia
Egyházfa	Kostolná pri Dunaji	Szlovákia
Egyházfüzes	Kirchfidisch	Ausztria
Egyházgelle	Holice	Szlovákia
Egyházhely	Kostolište	Szlovákia
Egyházkarcsa	Kostolné Kračany	Szlovákia
Egyházmarót	Hontianske Moravce	Szlovákia
Egyháznagyszeg	Kostolný Sek	Szlovákia
Ehed	Ihod	Románia
Ekecs	Okoč	Szlovákia
Ekel	Okoličná na Ostrove	Szlovákia
Ekés	Plugova	Románia
Elecske	Alekšince	Szlovákia
Elekes	Alecuş	Románia
Elemér	Elemir	Szerbia
Éles	Ostrov	Szlovákia
Élesd	Aleşd	Románia
Élesdlok	Luncşoara	Románia
Élesdszurdok	Surduc	Románia
Élesfalu	Jalakšová	Szlovákia
Élesmart	Ostrý Grúň	Szlovákia
Előpatak	Vâlcele	Románia
Előpatony	Masníkovo	Szlovákia
Elyüs	Aleuş	Románia
Emánueltelep	Šumarak	Szerbia
Emberfő	Breaza	Románia
Endréd	Ondrejovce	Szlovákia
Endremajor	Vojvoda Stepa	Szerbia
Endrevágása	Andrejová	Szlovákia
Énlaka	Inlăceni	Románia
Entrádám	Jidoviţa	Románia
Ény	Iňa	Szlovákia
Enyedszentkirály	Sâncrai	Románia
Enyicke	Haniska	Szlovákia
Eperjes	Jahodná	Szlovákia
Eperjes	Prešov	Szlovákia
Eperjesenyicke	Haniska	Szlovákia
Epres	Jahodníky	Szlovákia
Érábrány	Abram	Románia
Éradony	Adoni	Románia
Éralja	Inovce	Szlovákia
Érbogyoszló	Buduslău	Románia
Ércfalva	Rudlov	Szlovákia
Ercsenye	Henndorf im Burgenland	Ausztria
Érdengeleg	Dindeşti	Románia
Erdőalja	Sub Pădure	Románia
Erdőaranyos	Arieşu de Pădure	Románia
Erdőbábony	Badín	Szlovákia
Erdőcsinád	Pădureni	Románia
Erdőcske	Lesíček	Szlovákia
Erdőd	Ardud	Románia
Erdőd	Erdut	Horvátország
Erdődámos	Damiş	Románia
Erdődhegy	Ardud-Vii	Románia
Erdődubiste	Dubiştea de Pădure	Románia
Erdőfalva	Ardeu	Románia
Erdőfalva	Ardeova	Románia
Erdőfelek	Feleacu	Románia
Erdőfüle	Filia	Románia
Erdőgyarak	Ghiorac	Románia
Erdőhát	Dumbrava	Románia
Erdőhátkarcsa	Lesné Korčany	Szlovákia
Erdőhátrunk	Runcu Mic	Románia
Erdőhegy	Pădureni	Románia
Erdőidecs	Idicel-Pădure	Románia
Erdőköz	Pohronská Polhara	Szlovákia
Erdőlibánfalva	Ibăneşti-Pădure	Románia
Erdőludas	Husznij	Ukrajna
Erdőmocsolya	Močidľany	Szlovákia
Erdőpatak	Liszarnya	Ukrajna
Erdőrét	Poluvsie	Szlovákia
Erdős	Lesnica	Szlovákia
Erdőskerek	Caporal Alexa	Románia
Erdősor	Poriadie	Szlovákia
Erdősurány	Župkov	Szlovákia
Erdőszáda	Ardusat	Románia
Erdőszakál	Săcalu de Pădure	Románia
Erdőszállás	Sălniţa	Románia
Erdőszele	Selce	Szlovákia
Erdőszelestény	Záhorce	Szlovákia
Erdőszengyel	Sângeru de Pădure	Románia
Erdőszentgyörgy	Sângeorgiu de Pădure	Románia
Erdőszombattelke	Sâmboieni	Románia
Erdőtelep	Pădureni	Románia
Erdőtka	Oravská Lesná	Szlovákia
Erdővágás	Richvald	Szlovákia
Erdővásárhely	Oşorhel	Románia
Erdővég	Erdevik	Szerbia
Érendréd	Andrid	Románia
Eresztevény	Eresteghin	Románia
Érfalu	Potôčky	Szlovákia
Érfancsika	Făncica	Románia
Érgirolt	Ghirolt	Románia
Érhatvan	Hotoan	Románia
Érkávás	Căuaş	Románia
Erked	Archita	Románia
Érkenéz	Voivozi	Románia
Érkeserű	Cheşereu	Románia
Érkisfalu	Satu Mic	Románia
Érkisszőllős	Păţalul Mic	Románia
Érköbölkút	Cubulcut	Románia
Érkőrös	Chereuşa	Románia
Érkörtvélyes	Curtuiuşeni	Románia
Ermény	Gherman	Románia
Érmihályfalva	Valea lui Mihai	Románia
Érmindszent	Ady Endre	Románia
Ernesztháza	Banatski Despotovac	Szerbia
Ernőháza	Banatski Despotovac	Szerbia
Ernye	Ernea	Románia
Érolaszi	Olosig	Románia
Erősd	Ariuşd	Románia
Érsekkéty	Keť	Szlovákia
Érsekújvár	Nové Zámky	Szlovákia
Érselénd	Şilindru	Románia
Érsemjén	Şimian	Románia
Érszakácsi	Săcăşeni	Románia
Érszeg	Ersig	Románia
Érszentkirály	Eriu-Sâncrai	Románia
Érszodoró	Sudurău	Románia
Érszőllős	Viişoara	Románia
Értarcsa	Tarcea	Románia
Érújfalu	Závada	Szlovákia
Érvasad	Văşad	Románia
Erzsébetbánya	Băiuţ	Románia
Erzsébetfalva	Kravany	Szlovákia
Erzsébetkápolna	Kaplna	Szlovákia
Erzsébetlak	Belo Blato	Szerbia
Erzsébetlak	Jalšovec	Horvátország
Erzsébetmajor	Miloslavov	Szlovákia
Erzsébetváros	Dumbrăveni	Románia
Esküllő	Aştileu	Románia
Eszék	Osijek	Horvátország
Eszeny	Eszeny	Ukrajna
Eszenyő	Sineu	Románia
Eszkáros	Skároš	Szlovákia
Esztebnek	Stebník	Szlovákia
Esztebnekhuta	Stebnícka Huta	Szlovákia
Esztelnek	Estelnic	Románia
Esztény	Stoiana	Románia
Eszterág	Sztricsava	Ukrajna
Eszterce	Otrhánky	Szlovákia
Eszterény	Ostrany	Szlovákia
Eszterézs	Striežovce	Szlovákia
Esztró	Istrău	Románia
Etéd	Atid	Románia
Étfalvazoltán	Zoltan	Románia
Etrefalva	Turíčky	Szlovákia
Etrekarcsa	Etreove Korčany	Szlovákia
Ezeres	Ezeriş	Románia
Facsád	Făget	Románia
Facskó	Fačkov	Szlovákia
Fagyalos	Medvegyivci	Ukrajna
Fagymag	Fădimac	Románia
Fajkürt	Dedinka	Szlovákia
Fakert	Livada	Románia
Fakóbükk	Bukove	Ukrajna
Fakóvezekény	Plavé Vozokany	Szlovákia
Falkosány	Fălcuşa	Románia
Falkus	Falkušovce	Szlovákia
Falucska	Boharevica	Ukrajna
Falud	Veščica pri Murska Sobota	Szlovénia
Faluhegy	Zavešćak	Horvátország
Falusugatag	Sat-Şugatag	Románia
Faluszlatina	Szolotvina Szelo	Ukrajna
Fancsika	Fancsikove	Ukrajna
Faragó	Fărăgău	Románia
Farcád	Forţeni	Románia
Farkasaszó	Fărcaşa	Románia
Farkasd	Vlčany	Szlovákia
Farkasd	Farkaždin	Szerbia
Farkasdifalva	Neumarkt an der Raab	Ausztria
Farkasfalva	Vlková	Szlovákia
Farkasháza	Lupeşti	Románia
Farkashegy	Vukanovec	Horvátország
Farkashely	Dubovce	Szlovákia
Farkashida	Vlčkovce	Szlovákia
Farkaska	Vlčkovo	Szlovákia
Farkaslaka	Lupeni	Románia
Farkasmező	Lupoaia	Románia
Farkaspalló	Puntea Lupului	Románia
Farkaspatak	Lupoaia	Románia
Farkaspatak	Valea Lupului	Románia
Farkaspetőfalva	Vlkanová	Szlovákia
Farkasrév	Vadu Izei	Románia
Farkastelke	Lupu	Románia
Farkasudvar	Dvorany nad Nitrou	Szlovákia
Farnad	Farná	Szlovákia
Farnas	Sfăraş	Románia
Fazacsel	Făgeţel	Románia
Fazekasrét	Lúčka	Szlovákia
Fazekastarnó	Târnăviţa	Románia
Fazekaszsaluzsány	Hrnčiarske Zalužany	Szlovákia
Fedelesfalva	Krite	Ukrajna
Fégyér	Federi	Románia
Fegyvernek	Zbrojníky	Szlovákia
Fehéregyháza	Albeşti	Románia
Fehéregyházivölgy	Valea Albeştiului	Románia
Fehérhalom	Lysá pod Makytou	Szlovákia
Fehérlak	Albeşti	Románia
Fehérpatak	Tauchen	Ausztria
Fehérszék	Fersig	Románia
Fehértelep	Šušara	Szerbia
Fehértemplom	Bela Crkva	Szerbia
Fehérviz	Râu Alb	Románia
Fehérvölgy	Albac	Románia
Fejérd	Feiurdeni	Románia
Fejérdomb	Belobreşca	Románia
Fejérfalva	Fereşti	Románia
Fekésháza	Fekišovce	Szlovákia
Jakabvölgye	Jakušovce	Szlovákia
Jákóhodos	Hodoş	Románia
Jákórésze	Jakovany	Szlovákia
Jákótelke	Horlacea	Románia
Jakuszki	Jakivszke	Ukrajna
Jálna	Jalná	Szlovákia
Jalóc	Jalovec	Szlovákia
Jalova	Jalove	Ukrajna
Jalsó	Jalšové	Szlovákia
Jám	Iam	Románia
Jamnik	Jamník	Szlovákia
Jancsófalva	Inceşti	Románia
Jankafalva	Ianca	Románia
Jankahid	Jankov Most	Szerbia
Janó	Janov	Szlovákia
Jánok	Janík	Szlovákia
Jánosd	Ianoşda	Románia
Jánosfa	Ivanjševci	Szlovénia
Jánosfalva	Novo Selo Rok	Horvátország
Jánosfölde	Iohanisfeld	Románia
Jánosgyarmat	Janova Lehota	Szlovákia
Jánosháza	Jánovce	Szlovákia
Jánoshegy	Kremnické Bane	Szlovákia
Jánosi	Janosi	Ukrajna
Jánosi	Rimavské Janovce	Szlovákia
Jánoska	Janovík	Szlovákia
Jánosrét	Lúčky	Szlovákia
Jánostelek	Smolenická Nová Ves	Szlovákia
Jánosújfalu	Janova Ves	Szlovákia
Jánosvágása	Hankovce	Szlovákia
Jánosvölgye	Jankovce	Szlovákia
Jányok	Janíky	Szlovákia
Járabánya	Băişoara	Románia
Jarabó	Jarabá	Szlovákia
Járamagura	Măgura Ierii	Románia
Járarákos	Vălişoara	Románia
Járaszurdok	Surduc	Románia
Járavize	Valea Ierii	Románia
Jármos	Jalová	Szlovákia
Jás	Iaşi	Románia
Jásfalva	Iaşu	Románia
Jaskafalva	Ješkova Ves	Szlovákia
Jász	Iaz	Románia
Jaszenica	Oravská Jasenica	Szlovákia
Jaszenova	Jasenová	Szlovákia
Jászfalu	Jásová	Szlovákia
Jászló	Jaslovské Bohunice	Szlovákia
Jászó	Jasov	Szlovákia
Jászómindszent	Poproč	Szlovákia
Jászóújfalu	Nováčany	Szlovákia
Jászóváralja	Jasovský Podzámok	Szlovákia
Jávor	Jalove	Ukrajna
Jávorfalu	Stejera	Románia
Javorina	Tatranská Javorina	Szlovákia
Jávoros	Jugăstreni	Románia
Jávorvölgy	Păltineasa	Románia
Jazak Monostor	Manaštir Jazak	Szerbia
Jecenye	Jasenie	Szlovákia
Jedd	Livezeni	Románia
Jeder	Iadăra	Románia
Jegenye	Leghia	Románia
Jegenyés	Topolovci	Szlovénia
Jekelfalva	Jaklovce	Szlovákia
Jelsőc	Jelšovec	Szlovákia
Jéne	Janice	Szlovákia
Jenke	Jenkovce	Szlovákia
Jenőfalva	Podravlje	Horvátország
Jerce	Ierşnic	Románia
Jernye	Jarovnice	Szlovákia
Jeszenő	Jasenov	Szlovákia
Jeszenőc	Jasenovce	Szlovákia
Jeszenőremete	Vyšné Remety	Szlovákia
Jeszenye	Jasenové	Szlovákia
Jeszte	Jestice	Szlovákia
Jobbágyfalva	Valea	Románia
Jobbágytelke	Sâmbriaş	Románia
Jobbágyújfalu	Rohrbach an der Teich	Ausztria
Jobbos	Pravrovce	Szlovákia
Jód	Ieud	Románia
Jódtelep	Iod	Románia
Jóháza	Prislop	Románia
Jóka	Jelka	Szlovákia
Jókő	Dobrá Voda	Szlovákia
Jókút	Kúty	Szlovákia
Jólak	Dobrá	Szlovákia
Jólész	Jovice	Szlovákia
Jolsva	Jelšava	Szlovákia
Jolsvatapolca	Gemerské Teplice	Szlovákia
Jósikafalva	Beliş	Románia
Jósza	Jovsa	Szlovákia
Jószás	Iosaş	Románia
Jószáshely	Iosăşel	Románia
Jóvalcsel	Vâlcelele Bune	Románia
Józseffalva	Obolićevo	Szerbia
Józsefhámor	Zemplínske Hámre	Szlovákia
Józsefháza	Iojib	Románia
Józsefmajor	Podlokanj	Szerbia
Józsefszállás	Iosif	Románia
Józsefvölgy	Jusková Voľa	Szlovákia
Jövedics	Idiciu	Románia
Juhászi	Ovčiarsko	Szlovákia
Juhászlak	Runina	Szlovákia
Juhos	Parihuzovce	Szlovákia
Kabalapatak	Fântânele Rus	Románia
Kabalás	Kobylnice	Szlovákia
Kabaláspatak	Bălaia	Románia
Kabesd	Căbeşti	Románia
Kabol	Donji Kovilj	Szerbia
Kabolapatak	Iapa	Románia
Kabold	Kobersdorf	Ausztria
Kaca	Caţa	Románia
Kackó	Câţcău	Románia
Kácsánd	Kačanov	Szlovákia
Kacsány	Kvačany	Szlovákia
Kácsfalu	Jagodnjak	Horvátország
Kadács	Cădaciu Mare	Románia
Kádár	Cadar	Románia
Kadicsfalva	Cădişeni	Románia
Kágya	Cadea	Románia
Kaján	Căianu Mare	Románia
Kajántó	Chinteni	Románia
Kajáta	Kojatice	Szlovákia
Kajdanó	Kajdanove	Ukrajna
Kajla	Caila	Románia
Kak	Cucu	Románia
Kakasalja	Muránska Zdychava	Szlovákia
Kakasfalva	Hamba	Románia
Kakaslomnic	Veľká Lomnica	Szlovákia
Kákófalva	Grădinari	Románia
Kakszentmárton	Mărtineşti	Románia
Kakucsány	Cucuceni	Románia
Kalács	Kolačkov	Szlovákia
Kalacsány	Kľače	Szlovákia
Kalacsna	Kolačno	Szlovákia
Kalános	Kalnica	Szlovákia
Kalász	Klasov	Szlovákia
Kalászi	Klastava	Szlovákia
Kálbor	Calbor	Románia
Kalenó	Kalinov	Szlovákia
Kálló	Krajne	Ukrajna
Kallós	Kalištie	Szlovákia
Kálmánd	Cămin	Románia
Kálmánfalva	Kamanová	Szlovákia
Kálna	Kalná nad Hronom	Szlovákia
Kálna	Calna	Románia
Kálnaborfő	Horné Brhlovce	Szlovákia
Kalnács	Călnaci	Románia
Kálnarosztoka	Kalná Roztoka	Szlovákia
Kálnás	Kalnište	Szlovákia
Kálnik	Kalnik	Ukrajna
Kálnó	Kalinovo	Szlovákia
Kálnógaráb	Hrabovo	Szlovákia
Kálnok	Calnic	Románia
Kalodva	Cladova	Románia
Kalonda	Kalonda	Szlovákia
Kalonda	Calonda	Románia
Kálosa	Kaloša	Szlovákia
Kalota	Călăţea	Románia
Kalotabikal	Bica	Románia
Kalotabökény	Buteni	Románia
Kalotadámos	Domoşu	Románia
Kalotanádas	Nadăşu	Románia
Kalotaszentkirály	Sâncraiu	Románia
Kalotaújfalu	Finciu	Románia
Kálovi	Kalliv	Ukrajna
Kalsa	Kalša	Szlovákia
Kalugyer	Ponoarele	Románia
Kályánivám	Căianu-Vamă	Románia
Kámaháza	Kamovci	Szlovénia
Kamaróc	Komárovce	Szlovákia
Kamenica	Sremska Kamenica	Szerbia
Kamocsa	Komoča	Szlovákia
Kanak	Konak	Szerbia
Kanizsamonostor	Crna Bara	Szerbia
Kanora	Konora	Ukrajna
Kányád	Ulieş	Románia
Kányaháza	Călineşti-Oaş	Románia
Kányahegy	Kanianka	Szlovákia
Káp	Kapince	Szlovákia
Kapás	Priekopa	Szlovákia
Kapca	Kapca	Szlovénia
Kapi	Kapušany	Szlovákia
Kapinémetfalu	Nemcovce	Szlovákia
Kapipálvágása	Pavlovce	Szlovákia
Kapisó	Kapišová	Szlovákia
Kapivágása	Šarišská Poruba	Szlovákia
Kapjon	Coplean	Románia
Kaplat	Koplotovce	Szlovákia
Kaplony	Căpleni	Románia
Kapnikbánya	Cavnic	Románia
Kapocsány	Copăceni	Románia
Kápolnapataka	Valea Capelei	Románia
Kápolnás	Căpălnaş	Románia
Kápolnásfalu	Căpâlniţa	Románia
Kápolnokmonostor	Copalnic-Mănăştur	Románia
Kaponya	Kopoňa	Szlovákia
Kapor	Copru	Románia
Kapornak	Krplivnik	Szlovénia
Káposztafalva	Hrabušice	Szlovákia
Káposztásszentmiklós	Nicoleşti	Románia
Kaprevár	Căprioara	Románia
Kapronca	Koprivnica	Horvátország
Káptalanfalva	Busenje	Szerbia
Káptalanhodos	Hodiş	Románia
Kapuszög	Vorocseve	Ukrajna
Karács	Căraci	Románia
Karácsfa	Hagensdorf im Burgenland	Ausztria
Karácsfalva	Karacsin	Ukrajna
Karácsonfalva	Crăciunel	Románia
Karácsonmező	Kračúnovce	Szlovákia
Karaj	Krajné	Szlovákia
Karánberek	Lindenfeld	Románia
Karancs	Karanac	Horvátország
Karáncsfalva	Crânceşti	Románia
Karánsebes	Caransebeş	Románia
Karasjeszenő	Jasenovo	Szerbia
Karaszkó	Kraskovo	Szlovákia
Karaszna	Krásnovce	Szlovákia
Karásznó	Krásno nad Kysucou	Szlovákia
Karasznyán	Krasňany	Szlovákia
Karaszó	Cărăsău	Románia
Karasszentgyörgy	Giurgiova	Románia
Kárásztelek	Carastelec	Románia
Karasztó	Cărăstău	Románia
Karatnavolál	[HÁR.] > Torja (1917)	Románia
Karátsonyifalva	Ofseniţa	Románia
Karátsonyiliget	Soca	Románia
Karcfalva	Cârţa	Románia
Karcsava	Krčava	Szlovákia
Kardó	Cordău	Románia
Kardos	Cordoş	Románia
Kardos	Kardošova Vieska	Szlovákia
Karika	Creaca	Románia
Karjad-Gáborfalu	Bogaraš	Szerbia
Karkatúr	Mičunovo	Szerbia
Karkóc	Trakovice	Szlovákia
Karlóca	Sremski Karlovci	Szerbia
Karlova	Novo Miloševo	Szerbia
Karmazinesd	Cărmăzăneşti	Románia
Károlyfa	Korovci	Szlovénia
Károlyliget	Šarlevil	Szerbia
Károlyszeg	Bogdanovec	Horvátország
Károlyváros	Karlovac	Horvátország
Kárpáthalas	Vištuk	Szlovákia
Kárpáti	Karpati	Ukrajna
Kárpitus	Carpitus	Románia
Kartolc	Krtovce	Szlovákia
Karuly	Coruia	Románia
Karulyfalva	Coroieni	Románia
Karva	Kravany nad Dunajom	Szlovákia
Karvaly	Jastrabá	Szlovákia
Kásapatak	Bogdana	Románia
Kasó	Kašov	Szlovákia
Kassa	Košice	Szlovákia
Kassabéla	Košická Belá	Szlovákia
Kassahámor	Košické Hámre	Szlovákia
Kassamindszent	Všechsvätých	Szlovákia
Kassaújfalu	Košická Nová Ves	Szlovákia
Kastély	Coşteiu	Románia
Kásva	Caşva	Románia
Kasza	Košeca	Szlovákia
Kaszakisváralja	Malé Košecké Podhradie	Szlovákia
Kaszanagyváralja	Košecké Podhradie	Szlovákia
Kaszaróna	Košecké Rovné	Szlovákia
Kaszásrét	Kotrčiná Lúcka	Szlovákia
Kaszómező	Koszivszka Poljana	Ukrajna
Kászonaltíz	Plăieşii de Jos	Románia
Kászonfeltíz	Plăieşii de Sus	Románia
Kászonimpér	Imper	Románia
Kászonjakabfalva	Iacobeni	Románia
Kászonújfalu	Caşinu Nou	Románia
Kaszony	Kaszony	Ukrajna
Kaszópolyána	Koszivszka Poljana	Ukrajna
Kasztó	Căstău	Románia
Katalinfalva	Ravni Topolovac	Szerbia
Katlanfalu	Kotelnica	Ukrajna
Katlanos	Horňa	Szlovákia
Kátló	Kátlovce	Szlovákia
Kátó	Kátov	Szlovákia
Katona	Cătina	Románia
Kattony	Katúň	Szlovákia
Káty	Kać	Szerbia
Káun	Căoi	Románia
Kavarán	Căvăran	Románia
Kávásd	Căuaşd	Románia
Kavicsos	Livov	Szlovákia
Kávna	Camna	Románia
Kavocsán	Kavečany	Szlovákia
Kazanesd	Căzăneşti	Románia
Kazsó	Kožuchov	Szlovákia
Kebele	Sânişor	Románia
Kebeles	Streženice	Szlovákia
Kebeleszentivány	Ivăneşti	Románia
Kebeleszentmárton	Kobilje	Szlovénia
Kecege	Kociha	Szlovákia
Kecerkosztolány	Kecerovské Kostoľany	Szlovákia
Kecerlipóc	Kecerovský Lipovec	Szlovákia
Kecerpálvágása	Kecerovské Pavlovce	Szlovákia
Kecerpeklény	Kecerovce	Szlovákia
Kecsed	Aluniş	Románia
Kecsedszilvás	Pruneni	Románia
Kecset	Păltiniş	Románia
Kecsetkisfalud	Satu Mic	Románia
Kecskedága	Chişcădaga	Románia
Kecskeháta	Căprioara	Románia
Kecskés	Cozla	Románia
Kecskésfalva	Sălişte	Románia
Kecskevarbók	Kozí Vrbovok	Szlovákia
Kecskőc	Kečkovce	Szlovákia
Kecső	Kečovo	Szlovákia
Kedveshegy	Dragoslavec	Horvátország
Keglevichháza	Cheglevici	Románia
Kegye	Chegea	Románia
Kegyek	Chijic	Románia
Kékellő	Krahule	Szlovákia
Kékes	Chiochiş	Románia
Kékesfalva	Meria	Románia
Kékesfüred	Szinyak	Ukrajna
Kékesoroszfalu	Rus	Románia
Kékesújfalu	Corvineşti	Románia
Kékesvásárhely	Târguşor	Románia
Kékkő	Modrý Kameň	Szlovákia
Kelcse	Nová Kelča	Szlovákia
Kelebény	Klubina	Szlovákia
Kelebia	Kelebija	Szerbia
Kelecsén	Liptovské Kľačany	Szlovákia
Kelecsény	Kelecsin	Ukrajna
Kelecsény	Kapušianske Kľačany	Szlovákia
Kelecsenyborda	Košický Klečenov	Szlovákia
Kelembér	Klenov	Szlovákia
Kelemenfalu	Kalameny	Szlovákia
Kelemenfalva	Klimovica	Ukrajna
Kelemenpatak	Călimănel	Románia
Kelementelke	Călimăneşti	Románia
Kelen	Klenová	Szlovákia
Kelence	Chelinţa	Románia
Kelénpatak	Klingenbach	Ausztria
Kelenye	Kleňany	Szlovákia
Kelestény	Klieština	Szlovákia
Kellemes	Ľubotice	Szlovákia
Kelnek	Câlnic	Románia
Kelő	Prochot	Szlovákia
Kemenceszék	Cuptoare	Románia
Kéménd	Kamenín	Szlovákia
Kéménd	Chimindia	Románia
Keménye	Cremenea	Románia
Keményfok	Avram Iancu	Románia
Keménynagyszőllős	Seleuş	Románia
Keménytelke	Chimitelnic	Románia
Kémer	Camăr	Románia
Kend	Chendu	Románia
Kende	Kendice	Szlovákia
Kendereske	Konoplivci	Ukrajna
Kendermál	Chendremal	Románia
Kendermező	Chendrea	Románia
Kendilóna	Luna de Jos	Románia
Kendő	Cându	Románia
Kénesd	Trâmpoiele	Románia
Kenézpatak	Csornij Potyik	Ukrajna
Kengyeltó	Rafnic	Románia
Kénos	Chinuşu	Románia
Kentelke	Chintelnic	Románia
Kenyered	Kunerad	Szlovákia
Kenyhec	Kechnec	Szlovákia
Keped	Căpăt	Románia
Kerc	Cârţa	Románia
Kercisóra	Cârţişoara	Románia
Kercsed	Stejeriş	Románia
Kercsedin	Krčedin	Szerbia
Kerecke	Kerecki	Ukrajna
Kerekesfalva	Rotăreşti	Románia
Kerekgede	Hodejovec	Szlovákia
Kerekhegy	Okruhla	Ukrajna
Kerekhegy	Okrugli Vrh	Horvátország
Kereknye	Koritnyani	Ukrajna
Kerekrét	Okrúhle	Szlovákia
Kerelő	Chirileu	Románia
Kerelősóspatak	Şăuşa de Câmpie	Románia
Kerelőszentpál	Sânpaul	Románia
Keremcse	Kremnička	Szlovákia
Kerencs	Krnčá	Szlovákia
Kerény	Kljajićevo	Szerbia
Kereplye	Kravany	Szlovákia
Keresd	Criş	Románia
Kerestelek	Criştelec	Románia
Kerész	Krysov	Szlovákia
Kereszély	Cresuia	Románia
Kereszt	Kristy	Szlovákia
Keresztényalmás	Almaşu Mic	Románia
Keresztényfalva	Cristian	Románia
Kereszténysziget	Cristian	Románia
Keresztes	Oprişani	Románia
Keresztespatak	Cristeşti	Románia
Keresztesvölgy	Rotunda	Románia
Keresztfalu	Krížová Ves	Szlovákia
Keresztúr	Hostie	Szlovákia
Keresztúr	Nové Hony	Szlovákia
Keresztvár	Teliu	Románia
Kerges	Chergheş	Románia
Kerkafő	Čepinci	Szlovénia
Kerkaszabadhegy	Stanjevci	Szlovénia
Kerlés	Chiraleş	Románia
Kernyécsa	Cârnecea	Románia
Kernyesd	Cârneşti	Románia
Kérő	Băiţa	Románia
Kerpelény	Krpeľany	Szlovákia
Kerpenyéd	Cărpinet	Románia
Kerpenyes	Cărpiniş	Románia
Kersec	Cârjiţi	Románia
Kertecske	Lunca Ilvei	Románia
Kertes	Prunişor	Románia
Kerülős	Chereluş	Románia
Keselőkő	Podhradie	Szlovákia
Keselymező	Koseleve	Ukrajna
Keskend	Kozarac	Horvátország
Késmárk	Kežmarok	Szlovákia
Kesnyő	Kšinná	Szlovákia
Keszegfalva	Kameničná	Szlovákia
Keszend	Chisindia	Románia
Keszi	Chisău	Románia
Keszlér	Chesler	Románia
Keszölcés	Kyselica	Szlovákia
Keszteg	Chistag	Románia
Ketel	Cheţiu	Románia
Ketergény	Rozivka	Ukrajna
Ketesd	Tetişu	Románia
Kétfél	Gelu	Románia
Kétkeresztúr	Nové Hony	Szlovákia
Kettősmező	Chechiş	Románia
Kéty	Keť	Szlovákia
Kevedobra	Dobrica	Szerbia
Kevepallós	Pločica	Szerbia
Kevevára	Kovin	Szerbia
Kevi	Kevi	Szerbia
Kevice	Kevice	Szlovákia
Keviszőllős	Seleuš	Szerbia
Kézdialbis	Albiş	Románia
Kézdialmás	Mereni	Románia
Kézdikővár	Petriceni	Románia
Kézdimárkosfalva	Mărcuşa	Románia
Kézdimartonfalva	Mărtineni	Románia
Felsőzsadány	Horná Ždaňa	Szlovákia
Felsőzsember	Žemberovce	Szlovákia
Felsőzsuk	Jucu de Sus	Románia
Félszeg	Protiveny	Ukrajna
Félszerfalva	Hirm	Ausztria
Féltorony	Halbturn	Ausztria
Feltót	Tauţ	Románia
Felváca	Vaţa de Sus	Románia
Félváros	Bogaraš	Szerbia
Felvinc	Unirea	Románia
Fenes	Feneş	Románia
Fény	Foeni	Románia
Fenyéd	Brădeşti	Románia
Fenyéres	Feneriş	Románia
Fényes	Feneş	Románia
Fenyőfalva	Bradu	Románia
Fenyőháza	Ľubochňa	Szlovákia
Fenyőkosztolány	Jedľové Kostoľany	Szlovákia
Fenyőkút	Fântâna Brazilor	Románia
Fenyős	Brădet	Románia
Fenyves	Pini	Románia
Fenyves	Sztrihalnya	Ukrajna
Fenyves	Borová	Szlovákia
Fenyvesd	Chvojnica	Szlovákia
Fenyvesvölgy	Sztavne	Ukrajna
Fenyvesszoros	Svrčinovec	Szlovákia
Ferde	Fârdea	Románia
Ferdinándfalva	Novi Kozjak	Szerbia
Feredőgyógy	Geoagiu-Băi	Románia
Féregyház	Firiteaz	Románia
Ferencbánya	Ticu-Colonie	Románia
Ferencfalva	Văliug	Románia
Ferenchalom	Kačarevo	Szerbia
Ferenchegy	Frkanovec	Horvátország
Ferenclak	Rankovci	Szlovénia
Ferencvölgye	Piatra	Románia
Ferend	Ferendia	Románia
Feresd	Feregi	Románia
Fericse	Ferice	Románia
Fertőalmás	Zabolottya	Ukrajna
Fertőfehéregyháza	Donnerskirchen	Ausztria
Fertőmeggyes	Mörbisch am See	Ausztria
Fertősalmás	Zabolottya	Ukrajna
Fertőszéleskút	Breitenbrunn	Ausztria
Ferzsó	Sveržov	Szlovákia
Fiacsic	Fiačice	Szlovákia
Fias	Fijaš	Szlovákia
Fiatfalva	Filiaş	Románia
Fickópataka	Fiţcău	Románia
Filefalva	Filice	Szlovákia
Fillér	Filier	Szlovákia
Filóc	Filovci	Szlovénia
Finta	Fintice	Szlovákia
Fintaháza	Cinta	Románia
Fintóág	Fintoag	Románia
Firigyháza	Filić	Szerbia
Firtosmartonos	Firtănuş	Románia
Firtosmartonosi láz	Laz-Firtănuş	Románia
Firtosváralja	Firtuşu	Románia
Fitód	Fitod	Románia
Fiume	Rijeka	Horvátország
Fodorház	Fodorhaza	Románia
Fogadjisten	Velebit	Szerbia
Fogadjisten	Višnjevac	Szerbia
Fogaras	Făgăraş	Románia
Fogas	Závadka	Szlovákia
Folkusfalva	Folkušová	Szlovákia
Folt	Folt	Románia
Fólya	Folea	Románia
Folyfalva	Foi	Románia
